Payment_Number,Payment_Date,Beginning_Balance,Payment_Amount,Principal_Payment,Interest_Payment,Ending_Balance,Cumulative_Principal,Cumulative_Interest
SCENARIO: OneAZ,Rate: 6.250%,"Original Balance: $538,450.23","Monthly Payment: $3,315.33",Total Payments: 360,"Total Interest: $655,051.64","Total Cost: $1,193,519.05",,
,,,,,,,,
304,2050-11-01,163139.95,3315.33,2465.64,849.69,160674.3,377775.93,629234.91
305,2050-12-01,160674.3,3315.33,2478.49,836.85,158195.82,380254.41,630084.6
306,2051-01-01,158195.82,3315.33,2491.39,823.94,155704.42,382745.81,630921.45
307,2051-02-01,155704.42,3315.33,2504.37,810.96,153200.05,385250.18,631745.38
308,2051-03-01,153200.05,3315.33,2517.41,797.92,150682.64,387767.59,632556.34
309,2051-04-01,150682.64,3315.33,2530.53,784.81,148152.12,390298.11,633354.26
310,2051-05-01,148152.12,3315.33,2543.71,771.63,145608.41,392841.82,634139.07
311,2051-06-01,145608.41,3315.33,2556.95,758.38,143051.46,395398.77,634910.69
312,2051-07-01,143051.46,3315.33,2570.27,745.06,140481.19,397969.04,635669.07
313,2051-08-01,140481.19,3315.33,2583.66,731.67,137897.53,400552.7,636414.13
314,2051-09-01,137897.53,3315.33,2597.11,718.22,135300.41,403149.82,637145.8
315,2051-10-01,135300.41,3315.33,2610.64,704.69,132689.77,405760.46,637864.02
316,2051-11-01,132689.77,3315.33,2624.24,691.09,130065.53,408384.7,638568.71
317,2051-12-01,130065.53,3315.33,2637.91,677.42,127427.63,411022.6,639259.8
318,2052-01-01,127427.63,3315.33,2651.65,663.69,124775.98,413674.25,639937.22
319,2052-02-01,124775.98,3315.33,2665.46,649.87,122110.53,416339.7,640600.91
320,2052-03-01,122110.53,3315.33,2679.34,635.99,119431.19,419019.04,641250.79
321,2052-04-01,119431.19,3315.33,2693.29,622.04,116737.9,421712.33,641886.78
322,2052-05-01,116737.9,3315.33,2707.32,608.01,114030.58,424419.65,642508.81
323,2052-06-01,114030.58,3315.33,2721.42,593.91,111309.15,427141.08,643116.82
324,2052-07-01,111309.15,3315.33,2735.6,579.74,108573.56,429876.67,643710.73
325,2052-08-01,108573.56,3315.33,2749.84,565.49,105823.71,432626.52,644290.47
326,2052-09-01,105823.71,3315.33,2764.17,551.17,103059.55,435390.68,644855.96
327,2052-10-01,103059.55,3315.33,2778.56,536.77,100280.99,438169.24,645407.12
328,2052-11-01,100280.99,3315.33,2793.03,522.3,97487.95,440962.28,645943.89
329,2052-12-01,97487.95,3315.33,2807.58,507.75,94680.37,443769.86,646466.19
330,2053-01-01,94680.37,3315.33,2822.2,493.13,91858.17,446592.06,646973.94
331,2053-02-01,91858.17,3315.33,2836.9,478.43,89021.27,449428.96,647467.06
332,2053-03-01,89021.27,3315.33,2851.68,463.65,86169.59,452280.64,647945.49
333,2053-04-01,86169.59,3315.33,2866.53,448.8,83303.06,455147.17,648409.14
334,2053-05-01,83303.06,3315.33,2881.46,433.87,80421.6,458028.63,648857.94
335,2053-06-01,80421.6,3315.33,2896.47,418.86,77525.13,460925.1,649291.81
336,2053-07-01,77525.13,3315.33,2911.55,403.78,74613.57,463836.66,649710.68
337,2053-08-01,74613.57,3315.33,2926.72,388.61,71686.86,466763.37,650114.45
338,2053-09-01,71686.86,3315.33,2941.96,373.37,68744.89,469705.34,650503.07
339,2053-10-01,68744.89,3315.33,2957.28,358.05,65787.61,472662.62,650876.43
340,2053-11-01,65787.61,3315.33,2972.69,342.64,62814.92,475635.31,651234.48
341,2053-12-01,62814.92,3315.33,2988.17,327.16,59826.75,478623.48,651577.12
342,2054-01-01,59826.75,3315.33,3003.73,311.6,56823.02,481627.21,651904.29
343,2054-02-01,56823.02,3315.33,3019.38,295.95,53803.64,484646.59,652215.88
344,2054-03-01,53803.64,3315.33,3035.1,280.23,50768.54,487681.69,652511.84
345,2054-04-01,50768.54,3315.33,3050.91,264.42,47717.63,490732.6,652792.06
346,2054-05-01,47717.63,3315.33,3066.8,248.53,44650.83,493799.4,653056.48
347,2054-06-01,44650.83,3315.33,3082.77,232.56,41568.05,496882.18,653305.01
348,2054-07-01,41568.05,3315.33,3098.83,216.5,38469.22,499981.01,653537.57
349,2054-08-01,38469.22,3315.33,3114.97,200.36,35354.25,503095.98,653754.07
350,2054-09-01,35354.25,3315.33,3131.19,184.14,32223.06,506227.17,653954.43
351,2054-10-01,32223.06,3315.33,3147.5,167.83,29075.56,509374.67,654138.57
352,2054-11-01,29075.56,3315.33,3163.9,151.44,25911.66,512538.57,654306.4
353,2054-12-01,25911.66,3315.33,3180.37,134.96,22731.29,515718.94,654457.83
354,2055-01-01,22731.29,3315.33,3196.94,118.39,19534.35,518915.88,654592.79
355,2055-02-01,19534.35,3315.33,3213.59,101.74,16320.76,522129.47,654711.18
356,2055-03-01,16320.76,3315.33,3230.33,85.0,13090.43,525359.8,654812.92
357,2055-04-01,13090.43,3315.33,3247.15,68.18,9843.28,528606.95,654897.92
358,2055-05-01,9843.28,3315.33,3264.06,51.27,6579.22,531871.01,654966.1
359,2055-06-01,6579.22,3315.33,3281.06,34.27,3298.15,535152.08,655017.37
360,2055-07-01,3298.15,3315.33,3298.15,17.18,0.0,538450.23,655051.64
