Payment_Number,Payment_Date,Beginning_Balance,Payment_Amount,Principal_Payment,Interest_Payment,Ending_Balance,Cumulative_Principal,Cumulative_Interest
SCENARIO: No points,Rate: 6.375%,"Original Balance: $538,450.23","Monthly Payment: $3,359.23",Total Payments: 360,"Total Interest: $670,854.42","Total Cost: $1,209,322.41",,
,,,,,,,,
306,2051-01-01,159847.96,3359.23,2510.04,849.19,157337.92,381112.31,645962.55
307,2051-02-01,157337.92,3359.23,2523.37,835.86,154814.55,383635.68,646811.74
308,2051-03-01,154814.55,3359.23,2536.78,822.45,152277.78,386172.45,647647.6
309,2051-04-01,152277.78,3359.23,2550.25,808.98,149727.52,388722.71,648470.05
310,2051-05-01,149727.52,3359.23,2563.8,795.43,147163.72,391286.51,649279.02
311,2051-06-01,147163.72,3359.23,2577.42,781.81,144586.3,393863.93,650074.45
312,2051-07-01,144586.3,3359.23,2591.11,768.11,141995.19,396455.04,650856.26
313,2051-08-01,141995.19,3359.23,2604.88,754.35,139390.31,399059.92,651624.37
314,2051-09-01,139390.31,3359.23,2618.72,740.51,136771.59,401678.64,652378.72
315,2051-10-01,136771.59,3359.23,2632.63,726.6,134138.96,404311.27,653119.23
316,2051-11-01,134138.96,3359.23,2646.62,712.61,131492.34,406957.89,653845.83
317,2051-12-01,131492.34,3359.23,2660.68,698.55,128831.67,409618.56,654558.45
318,2052-01-01,128831.67,3359.23,2674.81,684.42,126156.86,412293.37,655257.0
319,2052-02-01,126156.86,3359.23,2689.02,670.21,123467.84,414982.39,655941.42
320,2052-03-01,123467.84,3359.23,2703.31,655.92,120764.53,417685.7,656611.63
321,2052-04-01,120764.53,3359.23,2717.67,641.56,118046.86,420403.37,657267.55
322,2052-05-01,118046.86,3359.23,2732.1,627.12,115314.76,423135.47,657909.11
323,2052-06-01,115314.76,3359.23,2746.62,612.61,112568.14,425882.09,658536.23
324,2052-07-01,112568.14,3359.23,2761.21,598.02,109806.93,428643.3,659148.84
325,2052-08-01,109806.93,3359.23,2775.88,583.35,107031.05,431419.18,659746.86
326,2052-09-01,107031.05,3359.23,2790.63,568.6,104240.42,434209.81,660330.21
327,2052-10-01,104240.42,3359.23,2805.45,553.78,101434.97,437015.26,660898.81
328,2052-11-01,101434.97,3359.23,2820.36,538.87,98614.61,439835.62,661452.59
329,2052-12-01,98614.61,3359.23,2835.34,523.89,95779.28,442670.95,661991.47
330,2053-01-01,95779.28,3359.23,2850.4,508.83,92928.87,445521.36,662515.36
331,2053-02-01,92928.87,3359.23,2865.54,493.68,90063.33,448386.9,663024.18
332,2053-03-01,90063.33,3359.23,2880.77,478.46,87182.56,451267.67,663517.87
333,2053-04-01,87182.56,3359.23,2896.07,463.16,84286.49,454163.74,663996.33
334,2053-05-01,84286.49,3359.23,2911.46,447.77,81375.03,457075.2,664459.49
335,2053-06-01,81375.03,3359.23,2926.92,432.3,78448.11,460002.12,664907.26
336,2053-07-01,78448.11,3359.23,2942.47,416.76,75505.64,462944.59,665339.56
337,2053-08-01,75505.64,3359.23,2958.11,401.12,72547.53,465902.7,665756.32
338,2053-09-01,72547.53,3359.23,2973.82,385.41,69573.71,468876.52,666157.44
339,2053-10-01,69573.71,3359.23,2989.62,369.61,66584.09,471866.14,666542.85
340,2053-11-01,66584.09,3359.23,3005.5,353.73,63578.59,474871.64,666912.46
341,2053-12-01,63578.59,3359.23,3021.47,337.76,60557.12,477893.11,667266.19
342,2054-01-01,60557.12,3359.23,3037.52,321.71,57519.6,480930.63,667603.95
343,2054-02-01,57519.6,3359.23,3053.66,305.57,54465.95,483984.28,667925.66
344,2054-03-01,54465.95,3359.23,3069.88,289.35,51396.07,487054.16,668231.23
345,2054-04-01,51396.07,3359.23,3086.19,273.04,48309.88,490140.35,668520.58
346,2054-05-01,48309.88,3359.23,3102.58,256.65,45207.3,493242.93,668793.63
347,2054-06-01,45207.3,3359.23,3119.07,240.16,42088.24,496361.99,669050.27
348,2054-07-01,42088.24,3359.23,3135.64,223.59,38952.6,499497.63,669290.44
349,2054-08-01,38952.6,3359.23,3152.29,206.94,35800.31,502649.92,669514.03
350,2054-09-01,35800.31,3359.23,3169.04,190.19,32631.27,505818.96,669720.96
351,2054-10-01,32631.27,3359.23,3185.88,173.35,29445.39,509004.84,669911.15
352,2054-11-01,29445.39,3359.23,3202.8,156.43,26242.59,512207.64,670084.51
353,2054-12-01,26242.59,3359.23,3219.82,139.41,23022.78,515427.45,670240.94
354,2055-01-01,23022.78,3359.23,3236.92,122.31,19785.86,518664.37,670380.35
355,2055-02-01,19785.86,3359.23,3254.12,105.11,16531.74,521918.49,670502.66
356,2055-03-01,16531.74,3359.23,3271.4,87.82,13260.34,525189.89,670607.77
357,2055-04-01,13260.34,3359.23,3288.78,70.45,9971.55,528478.68,670695.6
358,2055-05-01,9971.55,3359.23,3306.26,52.97,6665.3,531784.93,670766.04
359,2055-06-01,6665.3,3359.23,3323.82,35.41,3341.48,535108.75,670819.01
360,2055-07-01,3341.48,3359.23,3341.48,17.75,0.0,538450.23,670854.42
